Reset,left_occupied,left_angle,left_offset,left_size,left_width,left_length,left_has_pillar,right_occupied,right_angle,right_offset,right_size,right_width,right_length,right_has_pillar,goal_lane_index,goal_position_x,goal_position_y,goal_heading,controlled_x,controlled_y,controlled_width,controlled_length,step,done
Reset 618,0,0.0,0.0,0,0.0,0.0,1,1,-0.07931391031349944,0.0,1,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-8.914773161891524,0.0,2.0,5.0,21,True
Reset 619,1,-0.16379452714152776,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-2.5322811661441342,0.0,2.0,5.0,21,True
Reset 620,1,-0.078138225686472,0.0,1,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-9.665921709960589,0.0,2.0,5.0,22,True
Reset 621,1,0.10349698825656706,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-8.008507098916832,0.0,2.0,5.0,23,True
Reset 622,0,0.0,0.0,0,0.0,0.0,0,1,0.17432254455549212,0.0,1,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-4.638355299788303,0.0,2.0,5.0,22,True
Reset 623,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-3.3907233555857355,0.0,2.0,5.0,24,True
Reset 624,1,-0.1519767223384445,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-2.5204627261435775,0.0,2.0,5.0,23,True
Reset 625,1,-0.07401980548775544,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-6.008539620046864,0.0,2.0,5.0,17,True
Reset 626,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-9.584155352125208,0.0,2.0,5.0,15,True
Reset 627,1,0.1357371353691521,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-3.638778354628651,0.0,2.0,5.0,23,True
Reset 628,1,0.02219846946723525,0.0,1,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-7.585999128760347,0.0,2.0,5.0,20,True
Reset 629,0,0.0,0.0,0,0.0,0.0,0,1,-0.04761796090059711,0.0,1,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-7.248404346280479,0.0,2.0,5.0,23,True
Reset 630,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-7.7882093372014,0.0,2.0,5.0,25,True
Reset 631,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-3.7710505750504533,0.0,2.0,5.0,21,True
Reset 632,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-7.926788610685936,0.0,2.0,5.0,26,True
Reset 633,1,-0.02775710445508439,0.0,1,2.0,5.0,0,1,0.1170050789161794,0.0,1,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-6.347275536706132,0.0,2.0,5.0,22,True
Reset 634,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-4.537987406129949,0.0,2.0,5.0,20,True
Reset 635,1,-0.04200500094707449,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-7.271234434703346,0.0,2.0,5.0,18,True
Reset 636,0,0.0,0.0,0,0.0,0.0,0,1,0.047834855251663644,0.0,0,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-4.105222451124615,0.0,2.0,5.0,21,True
Reset 637,1,0.025804429498296644,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-4.558347217907317,0.0,2.0,5.0,17,True
Reset 638,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-5.7457529751924685,0.0,2.0,5.0,17,True
Reset 639,0,0.0,0.0,0,0.0,0.0,0,1,-0.06315986046545463,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-5.151772119792815,0.0,2.0,5.0,15,True
Reset 640,1,-0.17324969498648746,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-6.348372285072716,0.0,2.0,5.0,22,True
Reset 641,0,0.0,0.0,0,0.0,0.0,1,1,-0.011424631106445426,0.0,1,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-4.471655326670219,0.0,2.0,5.0,13,True
Reset 642,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-5.863084044475214,0.0,2.0,5.0,20,True
Reset 643,1,0.04053999195625835,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-6.000585531388415,0.0,2.0,5.0,24,True
Reset 644,1,0.14661991067172342,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-3.762614249936645,0.0,2.0,5.0,21,True
Reset 645,1,-0.051568136717315305,0.0,1,2.0,5.0,0,1,-0.11135284152766833,0.0,0,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-9.835629664241063,0.0,2.0,5.0,19,True
Reset 646,0,0.0,0.0,0,0.0,0.0,1,1,-0.16351446509088907,0.0,1,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-3.817985234102001,0.0,2.0,5.0,19,True
Reset 647,1,-0.14101406203192846,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-8.05748564030176,0.0,2.0,5.0,23,True
Reset 648,0,0.0,0.0,0,0.0,0.0,1,1,-0.0794436855603382,0.0,1,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-7.14859031552531,0.0,2.0,5.0,20,True
Reset 649,1,0.1398779721510297,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-9.331726030161768,0.0,2.0,5.0,26,True
Reset 650,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-5.57455402399257,0.0,2.0,5.0,13,True
Reset 651,1,0.07613334061731991,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-2.6305859045691076,0.0,2.0,5.0,14,True
Reset 652,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-7.8556973345575285,0.0,2.0,5.0,14,True
Reset 653,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-8.004011089427111,0.0,2.0,5.0,17,True
Reset 654,0,0.0,0.0,0,0.0,0.0,1,1,-0.0787007552143415,0.0,0,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-9.016327187733356,0.0,2.0,5.0,26,True
Reset 655,0,0.0,0.0,0,0.0,0.0,1,1,-0.014327754165007534,0.0,0,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-8.497949399573068,0.0,2.0,5.0,15,True
Reset 656,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-9.214047485806601,0.0,2.0,5.0,19,True
Reset 657,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-5.263811106467652,0.0,2.0,5.0,17,True
Reset 658,1,-0.14630530070011116,0.0,2,2.0,5.5,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-9.514902475423181,0.0,2.0,5.0,24,True
Reset 659,1,-0.05862863001139251,0.0,1,2.0,5.0,0,1,-0.13721478241449603,0.0,2,2.0,5.5,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-9.877131981303258,0.0,2.0,5.0,17,True
Reset 660,1,0.1580678548594705,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-5.923032582101202,0.0,2.0,5.0,24,True
Reset 661,1,0.12817904651292245,0.0,1,2.0,5.0,0,1,-0.16913494449103816,0.0,1,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-4.067377645270338,0.0,2.0,5.0,21,True
Reset 662,1,0.0643468568099883,0.0,0,2.0,5.0,0,1,-0.07876787926257434,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-2.585105587881497,0.0,2.0,5.0,14,True
Reset 663,1,-0.07332023112833963,0.0,1,2.0,5.0,0,1,0.07745392534228102,0.0,1,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-3.1661134659615566,0.0,2.0,5.0,21,True
Reset 664,0,0.0,0.0,0,0.0,0.0,1,1,0.014794051858626034,0.0,2,2.0,5.5,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-3.7614986329445506,0.0,2.0,5.0,19,True
Reset 665,0,0.0,0.0,0,0.0,0.0,1,1,-0.07876774781702767,0.0,1,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-8.646435886095723,0.0,2.0,5.0,15,True
Reset 666,1,0.14498174208679426,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-6.126990100248684,0.0,2.0,5.0,24,True
Reset 667,1,-0.1113824328977231,0.0,0,2.0,5.0,0,1,0.14250139132980078,0.0,1,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-2.3676647260768027,0.0,2.0,5.0,20,True
Reset 668,0,0.0,0.0,0,0.0,0.0,1,1,-0.15156150074761987,0.0,0,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-2.258157699498314,0.0,2.0,5.0,23,True
Reset 669,0,0.0,0.0,0,0.0,0.0,1,1,0.059827301167895586,0.0,1,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-6.793044518506604,0.0,2.0,5.0,25,True
Reset 670,1,-0.04663137954109842,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-4.530183692610378,0.0,2.0,5.0,17,True
Reset 671,1,0.12671039654124527,0.0,1,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-4.231422027494736,0.0,2.0,5.0,20,True
Reset 672,0,0.0,0.0,0,0.0,0.0,1,1,-0.11351951877346145,0.0,1,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-6.984285301239995,0.0,2.0,5.0,14,True
Reset 673,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-6.3254981944213995,0.0,2.0,5.0,22,True
Reset 674,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-6.368394507508985,0.0,2.0,5.0,24,True
Reset 675,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-5.485353503405925,0.0,2.0,5.0,24,True
Reset 676,1,0.1566022106851539,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-6.153188996571985,0.0,2.0,5.0,17,True
Reset 677,1,0.07647948066231236,0.0,0,2.0,5.0,1,1,0.014928535886285843,0.0,0,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-8.223032532548977,0.0,2.0,5.0,21,True
Reset 678,1,-0.1443727813661,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-3.176156827754127,0.0,2.0,5.0,21,True
Reset 679,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-6.218269606592092,0.0,2.0,5.0,22,True
Reset 680,0,0.0,0.0,0,0.0,0.0,1,1,-0.16511884204399085,0.0,1,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-6.488351609959507,0.0,2.0,5.0,14,True
Reset 681,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-2.7380452451277275,0.0,2.0,5.0,12,True
Reset 682,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-6.956373147819443,0.0,2.0,5.0,18,True
Reset 683,1,-0.17096679733885733,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-4.53368376022617,0.0,2.0,5.0,17,True
Reset 684,0,0.0,0.0,0,0.0,0.0,1,1,0.030991515495714994,0.0,0,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-6.333174541379089,0.0,2.0,5.0,20,True
Reset 685,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-3.6056254699929564,0.0,2.0,5.0,19,True
Reset 686,0,0.0,0.0,0,0.0,0.0,0,1,-0.10577427898527714,0.0,0,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-8.639387943423138,0.0,2.0,5.0,19,True
Reset 687,1,0.08460843079297842,0.0,1,2.0,5.0,0,1,-0.13100895559643466,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-4.3015214163573035,0.0,2.0,5.0,15,True
Reset 688,1,-0.13538060086772896,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-6.630308160044482,0.0,2.0,5.0,23,True
Reset 689,0,0.0,0.0,0,0.0,0.0,1,1,-0.0002157817613741564,0.0,0,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-4.951375904859703,0.0,2.0,5.0,20,True
Reset 690,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-6.340487876966063,0.0,2.0,5.0,16,True
Reset 691,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-9.787186548252015,0.0,2.0,5.0,27,True
Reset 692,1,0.002331367676396301,0.0,1,2.0,5.0,0,1,0.17380567766595045,0.0,0,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-8.55978681361158,0.0,2.0,5.0,23,True
Reset 693,1,0.14855287230696956,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-3.1359795899735783,0.0,2.0,5.0,23,True
Reset 694,0,0.0,0.0,0,0.0,0.0,0,1,-0.09484251379721975,0.0,2,2.0,5.5,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-8.042761304586719,0.0,2.0,5.0,18,True
Reset 695,0,0.0,0.0,0,0.0,0.0,1,1,0.04353369331700652,0.0,1,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-2.6957690312601796,0.0,2.0,5.0,12,True
Reset 696,1,0.06555786502949745,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-6.008343248160803,0.0,2.0,5.0,22,True
Reset 697,0,0.0,0.0,0,0.0,0.0,1,1,-0.1545815618012647,0.0,0,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-9.773234975678946,0.0,2.0,5.0,22,True
Reset 698,0,0.0,0.0,0,0.0,0.0,0,1,-0.1288882917876717,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-6.735184510972346,0.0,2.0,5.0,22,True
Reset 699,1,-0.16543863459279495,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-7.019216241038488,0.0,2.0,5.0,25,True
Reset 700,1,0.11645080171781075,0.0,1,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-9.493395598585483,0.0,2.0,5.0,22,True
Reset 701,1,0.1026476499408373,0.0,1,2.0,5.0,0,1,0.09607258462745238,0.0,2,2.0,5.5,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-4.960037158629009,0.0,2.0,5.0,15,True
Reset 702,1,0.09129841188257504,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-4.70268765565388,0.0,2.0,5.0,15,True
Reset 703,1,-0.16897982184697558,0.0,1,2.0,5.0,1,1,0.10577234875019492,0.0,0,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-2.3031797605463984,0.0,2.0,5.0,19,True
Reset 704,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-3.695760404907513,0.0,2.0,5.0,24,True
Reset 705,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-7.487311281113627,0.0,2.0,5.0,14,True
Reset 706,0,0.0,0.0,0,0.0,0.0,1,1,0.13861969930373297,0.0,1,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-9.050401270033387,0.0,2.0,5.0,26,True
Reset 707,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-9.92390790507987,0.0,2.0,5.0,19,True
Reset 708,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-2.60240224826149,0.0,2.0,5.0,23,True
Reset 709,1,-0.004606783142538706,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-9.427188077764754,0.0,2.0,5.0,24,True
Reset 710,1,0.12100307168925384,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-2.4536188751241346,0.0,2.0,5.0,16,True
Reset 711,0,0.0,0.0,0,0.0,0.0,0,1,-0.06296138826642661,0.0,1,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-3.107529473173132,0.0,2.0,5.0,17,True
Reset 712,0,0.0,0.0,0,0.0,0.0,0,1,-0.168817837574458,0.0,0,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-3.904593887832882,0.0,2.0,5.0,15,True
Reset 713,0,0.0,0.0,0,0.0,0.0,0,1,0.047969208514362593,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-5.972050142444322,0.0,2.0,5.0,22,True
Reset 714,0,0.0,0.0,0,0.0,0.0,1,1,-0.07946717866202446,0.0,1,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-4.446034888363058,0.0,2.0,5.0,19,True
Reset 715,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-6.966727950189362,0.0,2.0,5.0,25,True
Reset 716,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-6.457435540767777,0.0,2.0,5.0,18,True
Reset 717,1,0.17269391874371598,0.0,0,2.0,5.0,1,1,-0.13700251127603513,0.0,1,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-2.333080609025184,0.0,2.0,5.0,19,True
Reset 718,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-7.8916925403243114,0.0,2.0,5.0,26,True
Reset 719,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-2.814121779130236,0.0,2.0,5.0,16,True
Reset 720,1,-0.09155909394240203,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-4.392771109604029,0.0,2.0,5.0,15,True
Reset 721,1,0.002484607659071436,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-7.082920870811544,0.0,2.0,5.0,18,True
Reset 722,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-9.496417118878242,0.0,2.0,5.0,17,True
Reset 723,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-7.030395812034302,0.0,2.0,5.0,23,True
Reset 724,1,-0.14632260236893457,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-6.303936473994544,0.0,2.0,5.0,18,True
Reset 725,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-3.801553709796835,0.0,2.0,5.0,23,True
Reset 726,1,-0.17082220887718114,0.0,1,2.0,5.0,1,1,0.04040461678974783,0.0,0,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-3.577342973193418,0.0,2.0,5.0,19,True
Reset 727,1,0.14796650738415518,0.0,1,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-9.136941495026704,0.0,2.0,5.0,21,True
Reset 728,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-4.0060000236982445,0.0,2.0,5.0,13,True
Reset 729,0,0.0,0.0,0,0.0,0.0,1,1,-0.0703678564620096,0.0,0,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-3.531247594262809,0.0,2.0,5.0,24,True
Reset 730,1,0.1353512493648772,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-9.055474339443236,0.0,2.0,5.0,26,True
Reset 731,0,0.0,0.0,0,0.0,0.0,1,1,0.1745228097075433,0.0,0,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-3.3342853671152684,0.0,2.0,5.0,24,True
Reset 732,1,0.026310437124778874,0.0,1,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-5.316634749092012,0.0,2.0,5.0,20,True
Reset 733,1,0.010127546447938673,0.0,1,2.0,5.0,0,1,0.17029469271693776,0.0,0,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-6.8780686062829695,0.0,2.0,5.0,18,True
Reset 734,1,0.1179200060545329,0.0,1,2.0,5.0,0,1,-0.12209554820023194,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-4.5899497385157115,0.0,2.0,5.0,21,True
Reset 735,1,-0.12686295001956838,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-9.649895627656402,0.0,2.0,5.0,19,True
Reset 736,0,0.0,0.0,0,0.0,0.0,1,1,0.11835713331309394,0.0,1,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-5.523765243769533,0.0,2.0,5.0,20,True
Reset 737,1,0.11060362743827712,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-9.6428659711571,0.0,2.0,5.0,19,True
Reset 738,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-3.814164328998049,0.0,2.0,5.0,23,True
Reset 739,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-5.123208399423585,0.0,2.0,5.0,24,True
Reset 740,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-6.073218248816344,0.0,2.0,5.0,25,True
Reset 741,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-3.666439590880567,0.0,2.0,5.0,24,True
Reset 742,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-5.103462699228567,0.0,2.0,5.0,17,True
Reset 743,0,0.0,0.0,0,0.0,0.0,1,1,0.14638739241902554,0.0,1,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-2.9109327387597617,0.0,2.0,5.0,19,True
